sample_id,feature,channel_id,early_response,official_top10,response_rank
train_000027,rms_change,EEG F3-Ref,1.0829107761383057,False,90
train_000027,rms_change,EEG F4-Ref,1.9639438390731812,False,64
train_000027,rms_change,EEG F5-Ref,2.2896690368652344,False,46
train_000027,rms_change,EEG F6-Ref,3.8918991088867188,False,8
train_000027,rms_change,EEG F7-Ref,2.7876527309417725,False,29
train_000027,rms_change,POL G1,2.191854953765869,False,52
train_000027,rms_change,POL G2,2.2856481075286865,False,47
train_000027,rms_change,POL G3,2.567678689956665,False,36
train_000027,rms_change,POL G4,1.1270742416381836,False,89
train_000027,rms_change,POL G5,1.2165888547897339,False,86
train_000027,rms_change,POL G6,2.084423065185547,False,55
train_000027,rms_change,POL G7,3.058588981628418,False,20
train_000027,rms_change,POL H1,2.904578924179077,False,26
train_000027,rms_change,POL H2,3.415104866027832,False,15
train_000027,rms_change,POL H3,3.6525490283966064,False,12
train_000027,rms_change,POL H4,5.1273369789123535,False,6
train_000027,rms_change,POL H5,5.863682270050049,False,5
train_000027,rms_change,POL H6,7.051591396331787,False,3
train_000027,rms_change,POL H7,6.953590393066406,False,4
train_000027,rms_change,POL H8,7.728240966796875,False,2
train_000027,rms_change,POL H9,9.150816917419434,False,1
train_000027,rms_change,POL I1,4.041287899017334,False,7
train_000027,rms_change,POL I2,3.828169345855713,False,9
train_000027,rms_change,POL I3,2.1675865650177,True,53
train_000027,rms_change,POL I4,2.2616376876831055,True,48
train_000027,rms_change,POL I5,1.7193862199783325,False,75
train_000027,rms_change,POL I6,1.0188477039337158,False,92
train_000027,rms_change,POL T1,2.921520709991455,False,25
train_000027,rms_change,POL T2,2.445568799972534,False,41
train_000027,rms_change,EEG T3-Ref,1.5994811058044434,False,79
train_000027,rms_change,EEG T4-Ref,3.046799898147583,False,21
train_000027,rms_change,EEG T5-Ref,3.250145196914673,False,17
train_000027,rms_change,EEG T6-Ref,2.327650785446167,False,45
train_000027,rms_change,EEG T7-Ref,2.034740924835205,False,57
train_000027,rms_change,EEG T8-Ref,1.8533843755722046,False,69
train_000027,rms_change,EEG T9-Ref,2.686816930770874,False,32
train_000027,rms_change,EEG T10-Ref,2.600663185119629,False,34
train_000027,rms_change,POL B1,1.21059250831604,True,87
train_000027,rms_change,POL B2,1.776679515838623,True,73
train_000027,rms_change,POL B3,3.002927780151367,True,22
train_000027,rms_change,POL B4,1.6108765602111816,True,78
train_000027,rms_change,POL B5,1.84209144115448,False,70
train_000027,rms_change,POL B6,1.9787371158599854,False,62
train_000027,rms_change,POL B7,1.8223958015441895,False,71
train_000027,rms_change,POL B8,2.5174481868743896,False,39
train_000027,rms_change,POL B9,1.63827383518219,False,77
train_000027,rms_change,POL B10,1.0241118669509888,False,91
train_000027,rms_change,POL B11,2.419149160385132,False,42
train_000027,rms_change,POL B12,2.329771041870117,False,44
train_000027,rms_change,POL B13,2.981924295425415,False,23
train_000027,rms_change,EEG M1-Ref,2.232185125350952,True,49
train_000027,rms_change,EEG M2-Ref,2.550414562225342,True,38
train_000027,rms_change,POL M3,3.657773971557617,True,11
train_000027,rms_change,POL M4,1.5907517671585083,False,81
train_000027,rms_change,POL M5,2.458399772644043,False,40
train_000027,rms_change,POL M6,3.1724655628204346,False,18
train_000027,rms_change,POL N1,2.1930012702941895,True,51
train_000027,rms_change,POL N2,3.288844108581543,False,16
train_000027,rms_change,POL N3,1.917601227760315,False,66
train_000027,rms_change,POL N4,1.8128376007080078,False,72
train_000027,rms_change,EEG O1-Ref,2.0004048347473145,False,61
train_000027,rms_change,EEG O2-Ref,2.0329318046569824,False,58
train_000027,rms_change,POL O3,1.3340721130371094,False,85
train_000027,rms_change,POL O4,2.624929904937744,False,33
train_000027,rms_change,POL O5,2.852074384689331,False,27
train_000027,teager_energy,POL R1,2.7911410331726074,False,21
train_000027,teager_energy,POL R2,2.4145712852478027,False,27
train_000027,teager_energy,POL R3,3.2954018115997314,False,18
train_000027,teager_energy,POL R4,3.710651397705078,False,11
train_000027,teager_energy,POL R5,4.401961326599121,False,8
train_000027,teager_energy,POL R6,3.6758668422698975,False,12
train_000027,teager_energy,POL R7,2.260491371154785,False,32
train_000027,teager_energy,POL R8,1.1905264854431152,False,76
train_000027,teager_energy,POL R9,1.9925512075424194,False,37
train_000027,teager_energy,POL R10,1.7939980030059814,False,46
train_000027,teager_energy,POL R13,1.0778636932373047,False,79
train_000027,teager_energy,POL R14,1.0776948928833008,False,80
train_000027,teager_energy,POL R15,1.8951505422592163,False,40
train_000027,teager_energy,POL R16,2.7279796600341797,False,23
train_000027,teager_energy,POL PC1,1.5594724416732788,False,59
train_000027,teager_energy,POL PC2,1.02816641330719,False,82
train_000027,teager_energy,POL PC3,1.473688006401062,False,62
train_000027,teager_energy,POL PC4,1.738343358039856,False,51
train_000027,teager_energy,POL PC5,2.542120933532715,False,26
train_000027,teager_energy,POL PC6,1.7475130558013916,False,50
train_000027,teager_energy,POL PC7,2.952357292175293,False,19
train_000027,teager_energy,POL R11,2.0657427310943604,False,36
train_000027,teager_energy,POL R12,1.342429757118225,False,71
train_000027,teager_energy,POL PC8,1.1191174983978271,False,78
train_000027,teager_energy,POL PC9,2.31060791015625,False,29
train_000027,teager_energy,EEG F1-Ref,1.1584372520446777,False,77
train_000027,teager_energy,EEG F2-Ref,1.87636137008667,False,41
train_000027,teager_energy,EEG F3-Ref,1.4263273477554321,False,66
train_000027,teager_energy,EEG F4-Ref,1.6861472129821777,False,54
train_000027,teager_energy,EEG F5-Ref,1.0356966257095337,False,81
train_000027,teager_energy,EEG F6-Ref,0.9853086471557617,False,83
train_000027,teager_energy,EEG F7-Ref,2.766334056854248,False,22
train_000027,teager_energy,POL G1,1.7485358715057373,False,49
train_000027,teager_energy,POL G2,1.289685845375061,False,73
train_000027,teager_energy,POL G3,0.1742546260356903,False,91
train_000027,teager_energy,POL G4,0.07406902313232422,False,92
train_000027,teager_energy,POL G5,0.7601094245910645,False,86
train_000027,teager_energy,POL G6,3.8452718257904053,False,10
train_000027,teager_energy,POL G7,3.663452625274658,False,13
train_000027,teager_energy,POL H1,4.073698997497559,False,9
train_000027,teager_energy,POL H2,3.6561717987060547,False,14
train_000027,teager_energy,POL H3,4.434114456176758,False,7
train_000027,teager_energy,POL H4,6.896576881408691,False,5
train_000027,teager_energy,POL H5,7.557994842529297,False,2
train_000027,teager_energy,POL H6,7.511455535888672,False,3
train_000027,teager_energy,POL H7,7.208940505981445,False,4
train_000027,teager_energy,POL H8,6.519179821014404,False,6
train_000027,teager_energy,POL H9,9.627622604370117,False,1
train_000027,teager_energy,POL I1,3.4536380767822266,False,15
train_000027,teager_energy,POL I2,3.3360183238983154,False,16
train_000027,teager_energy,POL I3,2.3901023864746094,True,28
train_000027,teager_energy,POL I4,1.704513430595398,True,52
train_000027,teager_energy,POL I5,1.6186093091964722,False,55
train_000027,teager_energy,POL I6,1.2693476676940918,False,74
train_000027,teager_energy,POL T1,2.2635293006896973,False,31
train_000027,teager_energy,POL T2,2.112993001937866,False,35
train_000027,teager_energy,EEG T3-Ref,1.5686349868774414,False,58
train_000027,teager_energy,EEG T4-Ref,1.9614864587783813,False,38
train_000027,teager_energy,EEG T5-Ref,1.8002184629440308,False,45
train_000027,teager_energy,EEG T6-Ref,1.8304065465927124,False,44
train_000027,teager_energy,EEG T7-Ref,1.3985216617584229,False,67
train_000027,teager_energy,EEG T8-Ref,0.8547467589378357,False,85
train_000027,teager_energy,EEG T9-Ref,2.9441335201263428,False,20
train_000027,teager_energy,EEG T10-Ref,2.248046636581421,False,33
train_000027,teager_energy,POL B1,1.3861950635910034,True,69
train_000027,teager_energy,POL B2,2.2910399436950684,True,30
train_000027,teager_energy,POL B3,2.222410202026367,True,34
train_000027,teager_energy,POL B4,2.6513378620147705,True,24
train_000027,teager_energy,POL B5,1.9135113954544067,False,39
train_000027,teager_energy,POL B6,1.4311983585357666,False,65
train_000027,teager_energy,POL B7,1.4412263631820679,False,64
train_000027,teager_energy,POL B8,1.7015782594680786,False,53
train_000027,teager_energy,POL B9,1.3021355867385864,False,72
train_000027,teager_energy,POL B10,1.387315034866333,False,68
train_000027,teager_energy,POL B11,1.5812056064605713,False,57
train_000027,teager_energy,POL B12,1.5956287384033203,False,56
train_000027,teager_energy,POL B13,1.5188908576965332,False,61
train_000027,teager_energy,EEG M1-Ref,1.4447956085205078,True,63
train_000027,teager_energy,EEG M2-Ref,1.5399603843688965,True,60
train_000027,teager_energy,POL M3,1.788010597229004,True,47
train_000027,teager_energy,POL M4,1.3744035959243774,False,70
train_000027,teager_energy,POL M5,0.9429033398628235,False,84
train_000027,teager_energy,POL M6,0.7146196365356445,False,88
train_000027,teager_energy,POL N1,2.5471413135528564,True,25
train_000027,teager_energy,POL N2,3.329041004180908,False,17
train_000027,teager_energy,POL N3,1.8561789989471436,False,42
train_000027,teager_energy,POL N4,1.2381534576416016,False,75
train_000027,teager_energy,EEG O1-Ref,0.7369443774223328,False,87
train_000027,teager_energy,EEG O2-Ref,0.6280056834220886,False,90
train_000027,teager_energy,POL O3,0.6861993074417114,False,89
train_000027,teager_energy,POL O4,1.751703143119812,False,48
train_000027,teager_energy,POL O5,1.8416509628295898,False,43
train_000027,kurtosis,POL R1,3.5061535835266113,False,29
train_000027,kurtosis,POL R2,2.535654067993164,False,51
train_000027,kurtosis,POL R3,4.371508598327637,False,20
train_000027,kurtosis,POL R4,2.7216107845306396,False,48
train_000027,kurtosis,POL R5,2.53962779045105,False,50
train_000027,kurtosis,POL R6,4.08774471282959,False,22
train_000027,kurtosis,POL R7,2.4898457527160645,False,53
train_000027,kurtosis,POL R8,2.905825614929199,False,42
train_000027,kurtosis,POL R9,2.858476161956787,False,43
train_000027,kurtosis,POL R10,2.1529407501220703,False,58
train_000027,kurtosis,POL R13,2.056223154067993,False,63
train_000027,kurtosis,POL R14,2.189582109451294,False,57
train_000027,kurtosis,POL R15,1.7853935956954956,False,71
train_000027,kurtosis,POL R16,9.577570915222168,False,1
train_000027,kurtosis,POL PC1,4.125238418579102,False,21
train_000027,kurtosis,POL PC2,2.526319980621338,False,52
train_000027,kurtosis,POL PC3,1.3441277742385864,False,81
train_000027,kurtosis,POL PC4,2.2753751277923584,False,56
train_000027,kurtosis,POL PC5,3.660963773727417,False,26
train_000027,kurtosis,POL PC6,4.687263011932373,False,15
train_000027,kurtosis,POL PC7,2.985480785369873,False,40
train_000027,kurtosis,POL R11,3.293088436126709,False,34
train_000027,kurtosis,POL R12,2.908465623855591,False,41
train_000027,kurtosis,POL PC8,3.5136759281158447,False,28
train_000027,kurtosis,POL PC9,4.385330677032471,False,19
train_000027,kurtosis,EEG F1-Ref,1.4602506160736084,False,78
train_000027,kurtosis,EEG F2-Ref,2.3120737075805664,False,55
train_000027,kurtosis,EEG F3-Ref,5.157111167907715,False,9
train_000027,kurtosis,EEG F4-Ref,2.0436739921569824,False,65
train_000027,kurtosis,EEG F5-Ref,1.5235744714736938,False,76
train_000027,kurtosis,EEG F6-Ref,2.8470382690429688,False,44
train_000027,kurtosis,EEG F7-Ref,1.8337876796722412,False,69
train_000027,kurtosis,POL G1,1.4816417694091797,False,77
train_000027,kurtosis,POL G2,3.2915422916412354,False,35
train_000027,kurtosis,POL G3,3.1408467292785645,False,36
train_000027,kurtosis,POL G4,1.7545794248580933,False,73
train_000027,kurtosis,POL G5,0.2818920314311981,False,92
train_000027,kurtosis,POL G6,0.9801312685012817,False,87
train_000027,kurtosis,POL G7,2.1006064414978027,False,61
train_000027,kurtosis,POL H1,1.8777791261672974,False,68
train_000027,kurtosis,POL H2,1.2139546871185303,False,84
train_000027,kurtosis,POL H3,0.8975948691368103,False,88
train_000027,kurtosis,POL H4,0.7339358925819397,False,91
train_000027,kurtosis,POL H5,1.3286759853363037,False,82
train_000027,kurtosis,POL H6,5.099968910217285,False,12
train_000027,kurtosis,POL H7,5.032290458679199,False,13
train_000027,kurtosis,POL H8,4.66256856918335,False,16
train_000027,kurtosis,POL H9,5.106187343597412,False,10
train_000027,kurtosis,POL I1,0.8742290139198303,False,89
train_000027,kurtosis,POL I2,3.386871576309204,False,33
train_000027,kurtosis,POL I3,3.1162166595458984,True,38
train_000027,kurtosis,POL I4,2.713331699371338,True,49
train_000027,kurtosis,POL I5,3.5242021083831787,False,27
train_000027,kurtosis,POL I6,1.8232187032699585,False,70
train_000027,kurtosis,POL T1,1.3710169792175293,False,80
train_000027,kurtosis,POL T2,1.8820339441299438,False,67
train_000027,kurtosis,EEG T3-Ref,2.7931089401245117,False,46
train_000027,kurtosis,EEG T4-Ref,2.0814576148986816,False,62
train_000027,kurtosis,EEG T5-Ref,3.135612726211548,False,37
train_000027,kurtosis,EEG T6-Ref,3.0431854724884033,False,39
train_000027,kurtosis,EEG T7-Ref,2.1395950317382812,False,59
train_000027,kurtosis,EEG T8-Ref,1.781219244003296,False,72
train_000027,kurtosis,EEG T9-Ref,5.316837310791016,False,8
train_000027,kurtosis,EEG T10-Ref,5.816056251525879,False,5
train_000027,kurtosis,POL B1,2.0467073917388916,True,64
train_000027,kurtosis,POL B2,3.690448045730591,True,25
train_000027,kurtosis,POL B3,2.320798873901367,True,54
train_000027,kurtosis,POL B4,3.4845833778381348,True,30
train_000027,kurtosis,POL B5,2.821603775024414,False,45
train_000027,kurtosis,POL B6,3.996641159057617,False,23
train_000027,kurtosis,POL B7,4.446279525756836,False,18
train_000027,kurtosis,POL B8,5.101794242858887,False,11
train_000027,kurtosis,POL B9,5.702549457550049,False,6
train_000027,kurtosis,POL B10,7.046716690063477,False,3
train_000027,kurtosis,POL B11,5.598474979400635,False,7
train_000027,kurtosis,POL B12,6.540321350097656,False,4
train_000027,kurtosis,POL B13,7.244922161102295,False,2
train_000027,kurtosis,EEG M1-Ref,1.1409937143325806,True,85
train_000027,kurtosis,EEG M2-Ref,1.699750304222107,True,74
train_000027,kurtosis,POL M3,2.13799786567688,True,60
train_000027,kurtosis,POL M4,1.527108907699585,False,75
train_000027,kurtosis,POL M5,3.844205617904663,False,24
train_000027,kurtosis,POL M6,4.845401287078857,False,14
train_000027,kurtosis,POL N1,0.8622449636459351,True,90
train_000027,kurtosis,POL N2,2.7362749576568604,False,47
train_000027,kurtosis,POL N3,3.444308280944824,False,31
train_000027,kurtosis,POL N4,4.535821437835693,False,17
train_000027,kurtosis,EEG O1-Ref,1.1168808937072754,False,86
train_000027,kurtosis,EEG O2-Ref,1.2890151739120483,False,83
train_000027,kurtosis,POL O3,1.4358161687850952,False,79
train_000027,kurtosis,POL O4,1.9549916982650757,False,66
train_000027,kurtosis,POL O5,3.3957417011260986,False,32
train_000027,beta_power,POL R1,2.5318400859832764,False,32
train_000027,beta_power,POL R2,1.3533598184585571,False,62
train_000027,beta_power,POL R3,1.9081965684890747,False,47
train_000027,beta_power,POL R4,1.8625441789627075,False,49
train_000027,beta_power,POL R5,2.3859992027282715,False,35
train_000027,beta_power,POL R6,2.393688917160034,False,34
train_000027,beta_power,POL R7,2.1582586765289307,False,43
train_000027,beta_power,POL R8,1.9030017852783203,False,48
train_000027,beta_power,POL R9,1.5691243410110474,False,59
train_000027,beta_power,POL R10,1.8026061058044434,False,51
train_000027,beta_power,POL R13,2.251851797103882,False,37
train_000027,beta_power,POL R14,2.23016095161438,False,40
train_000027,beta_power,POL R15,1.7695651054382324,False,52
train_000027,beta_power,POL R16,1.3068760633468628,False,65
train_000027,beta_power,POL PC1,0.8493078351020813,False,74
train_000027,beta_power,POL PC2,0.6840737462043762,False,79
train_000027,beta_power,POL PC3,0.3543177843093872,False,83
train_000027,beta_power,POL PC4,0.058448247611522675,False,88
train_000027,beta_power,POL PC5,0.03626001998782158,False,89
train_000027,beta_power,POL PC6,-0.023269904777407646,False,91
train_000027,beta_power,POL PC7,-0.1740673929452896,False,92
train_000027,beta_power,POL R11,0.8153527975082397,False,75
train_000027,beta_power,POL R12,1.6199132204055786,False,57
train_000027,beta_power,POL PC8,0.75156170129776,False,77
train_000027,beta_power,POL PC9,0.27597400546073914,False,84
train_000027,beta_power,EEG F1-Ref,1.6326993703842163,False,56
train_000027,beta_power,EEG F2-Ref,1.220852255821228,False,67
train_000027,beta_power,EEG F3-Ref,1.2212879657745361,False,66
train_000027,beta_power,EEG F4-Ref,1.3345552682876587,False,64
train_000027,beta_power,EEG F5-Ref,2.2256202697753906,False,41
train_000027,beta_power,EEG F6-Ref,1.0527390241622925,False,70
train_000027,beta_power,EEG F7-Ref,1.4529942274093628,False,61
train_000027,beta_power,POL G1,0.24305744469165802,False,85
train_000027,beta_power,POL G2,-0.02064458280801773,False,90
train_000027,beta_power,POL G3,0.4068247079849243,False,82
train_000027,beta_power,POL G4,0.24181312322616577,False,86
train_000027,beta_power,POL G5,0.48411065340042114,False,81
train_000027,beta_power,POL G6,0.7492976188659668,False,78
train_000027,beta_power,POL G7,0.10929679125547409,False,87
train_000027,beta_power,POL H1,1.494944453239441,False,60
train_000027,beta_power,POL H2,1.8384501934051514,False,50
train_000027,beta_power,POL H3,2.2517004013061523,False,38
train_000027,beta_power,POL H4,2.553767204284668,False,31
train_000027,beta_power,POL H5,2.6579806804656982,False,29
train_000027,beta_power,POL H6,3.348301410675049,False,19
train_000027,beta_power,POL H7,3.7851693630218506,False,15
train_000027,beta_power,POL H8,4.382980823516846,False,10
train_000027,beta_power,POL H9,4.077885627746582,False,12
train_000027,beta_power,POL I1,3.114582061767578,False,23
train_000027,beta_power,POL I2,5.415050983428955,False,5
train_000027,beta_power,POL I3,4.7088727951049805,True,9
train_000027,beta_power,POL I4,5.577512741088867,True,4
train_000027,beta_power,POL I5,3.5743837356567383,False,17
train_000027,beta_power,POL I6,5.77949333190918,False,3
train_000027,beta_power,POL T1,1.3479585647583008,False,63
train_000027,beta_power,POL T2,1.7362456321716309,False,53
train_000027,beta_power,EEG T3-Ref,1.6952009201049805,False,54
train_000027,beta_power,EEG T4-Ref,1.028564691543579,False,72
train_000027,beta_power,EEG T5-Ref,1.2207664251327515,False,68
train_000027,beta_power,EEG T6-Ref,0.7897038459777832,False,76
train_000027,beta_power,EEG T7-Ref,1.155670166015625,False,69
train_000027,beta_power,EEG T8-Ref,0.9750872850418091,False,73
train_000027,beta_power,EEG T9-Ref,2.692326784133911,False,28
train_000027,beta_power,EEG T10-Ref,2.0927302837371826,False,46
train_000027,beta_power,POL B1,4.01962423324585,True,13
train_000027,beta_power,POL B2,4.767860412597656,True,7
train_000027,beta_power,POL B3,4.124276638031006,True,11
train_000027,beta_power,POL B4,3.788379669189453,True,14
train_000027,beta_power,POL B5,2.815747022628784,False,25
train_000027,beta_power,POL B6,2.1063010692596436,False,45
train_000027,beta_power,POL B7,3.504448175430298,False,18
train_000027,beta_power,POL B8,3.170271873474121,False,22
train_000027,beta_power,POL B9,2.777519464492798,False,26
train_000027,beta_power,POL B10,2.8271448612213135,False,24
train_000027,beta_power,POL B11,5.167828559875488,False,6
train_000027,beta_power,POL B12,6.835339069366455,False,1
train_000027,beta_power,POL B13,6.226613521575928,False,2
train_000027,beta_power,EEG M1-Ref,2.246366500854492,True,39
train_000027,beta_power,EEG M2-Ref,4.766012191772461,True,8
train_000027,beta_power,POL M3,3.7065799236297607,True,16
train_000027,beta_power,POL M4,3.199018716812134,False,21
train_000027,beta_power,POL M5,2.7526798248291016,False,27
train_000027,beta_power,POL M6,3.2585370540618896,False,20
train_000027,beta_power,POL N1,1.0313687324523926,True,71
train_000027,beta_power,POL N2,2.3720309734344482,False,36
train_000027,beta_power,POL N3,2.1137030124664307,False,44
train_000027,beta_power,POL N4,2.1875410079956055,False,42
train_000027,beta_power,EEG O1-Ref,0.6571846008300781,False,80
train_000027,beta_power,EEG O2-Ref,1.5899826288223267,False,58
train_000027,beta_power,POL O3,1.6945711374282837,False,55
train_000027,beta_power,POL O4,2.482367992401123,False,33
train_000027,beta_power,POL O5,2.6106350421905518,False,30
train_000027,low_gamma_power,POL R1,2.4274537563323975,False,40
train_000027,low_gamma_power,POL R2,2.2405035495758057,False,44
train_000027,low_gamma_power,POL R3,1.823258638381958,False,54
train_000027,low_gamma_power,POL R4,1.0075358152389526,False,75
train_000027,low_gamma_power,POL R5,0.3212752044200897,False,89
train_000027,low_gamma_power,POL R6,0.7538682818412781,False,80
train_000027,low_gamma_power,POL R7,1.6456893682479858,False,55
train_000027,low_gamma_power,POL R8,2.017256259918213,False,49
train_000027,low_gamma_power,POL R9,1.6431608200073242,False,56
train_000027,low_gamma_power,POL R10,1.4862041473388672,False,61
train_000027,low_gamma_power,POL R13,0.7723941206932068,False,79
train_000027,low_gamma_power,POL R14,1.0749099254608154,False,72
train_000027,low_gamma_power,POL R15,0.446567177772522,False,88
train_000027,low_gamma_power,POL R16,2.9403443336486816,False,32
train_000027,low_gamma_power,POL PC1,0.9628031253814697,False,77
train_000027,low_gamma_power,POL PC2,0.03808065131306648,False,92
train_000027,low_gamma_power,POL PC3,0.255266010761261,False,90
train_000027,low_gamma_power,POL PC4,0.19556690752506256,False,91
train_000027,low_gamma_power,POL PC5,0.5240375399589539,False,86
train_000027,low_gamma_power,POL PC6,0.7168874740600586,False,82
